condition		00:02:08.400	128.4	00:09:30.200	570.2	00:07:21.800	441.8	c
state		00:02:08.400	128.4	00:02:11.852	131.852	00:00:03.452	3.452	f
state		00:02:11.852	131.852	00:02:17.999	137.999	00:00:06.147	6.147	c
state		00:02:17.999	137.999	00:02:19.540	139.54	00:00:01.541	1.541	f
state		00:02:19.540	139.54	00:02:23.171	143.171	00:00:03.631	3.631	a
state		00:02:23.171	143.171	00:02:24.031	144.031	00:00:00.860	0.86	f
state		00:02:24.031	144.031	00:02:24.900	144.9	00:00:00.869	0.869	a
state		00:02:24.900	144.9	00:02:26.982	146.982	00:00:02.082	2.082	f
state		00:02:26.982	146.982	00:02:32.000	152.0	00:00:05.018	5.018	a
state		00:02:32.000	152.0	00:02:52.441	172.441	00:00:20.441	20.441	f
state		00:02:52.441	172.441	00:03:08.487	188.487	00:00:16.046	16.046	a
state		00:03:08.487	188.487	00:03:14.295	194.295	00:00:05.808	5.808	f
state		00:03:14.295	194.295	00:03:16.369	196.369	00:00:02.074	2.074	a
state		00:03:16.369	196.369	00:03:18.800	198.8	00:00:02.431	2.431	f
state		00:03:18.800	198.8	00:04:32.650	272.65	00:01:13.850	73.85	a
state		00:04:32.650	272.65	00:04:38.250	278.25	00:00:05.600	5.6	f
state		00:04:38.250	278.25	00:05:01.000	301.0	00:00:22.750	22.75	a
state		00:05:01.000	301.0	00:05:35.450	335.45	00:00:34.450	34.45	f
state		00:05:35.450	335.45	00:05:57.200	357.2	00:00:21.750	21.75	a
state		00:05:57.200	357.2	00:06:11.575	371.575	00:00:14.375	14.375	f
state		00:06:11.575	371.575	00:06:13.050	373.05	00:00:01.475	1.475	a
state		00:06:13.050	373.05	00:06:31.200	391.2	00:00:18.150	18.15	f
state		00:06:31.200	391.2	00:07:01.500	421.5	00:00:30.300	30.3	a
state		00:07:01.500	421.5	00:07:02.350	422.35	00:00:00.850	0.85	f
state		00:07:02.350	422.35	00:07:06.600	426.6	00:00:04.250	4.25	c
state		00:07:06.600	426.6	00:07:09.850	429.85	00:00:03.250	3.25	f
state		00:07:09.850	429.85	00:07:16.625	436.625	00:00:06.775	6.775	a
state		00:07:16.625	436.625	00:07:18.500	438.5	00:00:01.875	1.875	f
state		00:07:18.500	438.5	00:07:24.250	444.25	00:00:05.750	5.75	a
state		00:07:24.250	444.25	00:07:25.800	445.8	00:00:01.550	1.55	f
state		00:07:25.800	445.8	00:07:28.150	448.15	00:00:02.350	2.35	c
state		00:07:28.150	448.15	00:07:35.450	455.45	00:00:07.300	7.3	f
state		00:07:35.450	455.45	00:07:37.650	457.65	00:00:02.200	2.2	c
state		00:07:37.650	457.65	00:07:45.475	465.475	00:00:07.825	7.825	f
state		00:07:45.475	465.475	00:07:49.100	469.1	00:00:03.625	3.625	a
state		00:07:49.100	469.1	00:07:50.550	470.55	00:00:01.450	1.45	f
state		00:07:50.550	470.55	00:07:55.350	475.35	00:00:04.800	4.8	a
state		00:07:55.350	475.35	00:08:00.425	480.425	00:00:05.075	5.075	c
state		00:08:00.425	480.425	00:08:06.850	486.85	00:00:06.425	6.425	f
state		00:08:06.850	486.85	00:08:26.750	506.75	00:00:19.900	19.9	a
state		00:08:26.750	506.75	00:08:28.100	508.1	00:00:01.350	1.35	f
state		00:08:28.100	508.1	00:08:28.800	508.8	00:00:00.700	0.7	c
state		00:08:28.800	508.8	00:08:31.600	511.6	00:00:02.800	2.8	f
state		00:08:31.600	511.6	00:08:33.750	513.75	00:00:02.150	2.15	a
state		00:08:33.750	513.75	00:08:56.300	536.3	00:00:22.550	22.55	f
state		00:08:56.300	536.3	00:09:00.575	540.575	00:00:04.275	4.275	a
state		00:09:00.575	540.575	00:09:11.575	551.575	00:00:11.000	11.0	f
state		00:09:11.575	551.575	00:09:19.150	559.15	00:00:07.575	7.575	a
state		00:09:19.150	559.15	00:09:24.149	564.149	00:00:04.999	4.999	f
state		00:09:24.149	564.149	00:09:26.025	566.025	00:00:01.876	1.876	a
state		00:09:26.025	566.025	00:09:29.875	569.875	00:00:03.850	3.85	f
state		00:09:29.875	569.875	00:09:30.212	570.212	00:00:00.337	0.337	a
