condition		00:05:06.400	306.4	00:07:19.500	439.5	00:02:13.100	133.1	bl1
condition		00:07:19.500	439.5	00:15:21.900	921.9	00:08:02.400	482.4	c
condition		00:15:21.900	921.9	00:17:24.600	1044.6	00:02:02.700	122.7	bl2
state		00:05:06.399	306.399	00:10:40.200	640.2	00:05:33.801	333.801	a
state		00:10:40.200	640.2	00:10:48.450	648.45	00:00:08.250	8.25	f
state		00:10:48.450	648.45	00:10:53.576	653.576	00:00:05.126	5.126	a
state		00:10:53.576	653.576	00:10:57.750	657.75	00:00:04.174	4.174	f
state		00:10:57.750	657.75	00:11:06.100	666.1	00:00:08.350	8.35	a
state		00:11:06.100	666.1	00:11:09.099	669.099	00:00:02.999	2.999	f
state		00:11:09.099	669.099	00:11:20.100	680.1	00:00:11.001	11.001	a
state		00:11:20.100	680.1	00:11:42.100	702.1	00:00:22.000	22.0	f
state		00:11:42.100	702.1	00:11:48.100	708.1	00:00:06.000	6.0	a
state		00:11:48.100	708.1	00:11:52.500	712.5	00:00:04.400	4.4	f
state		00:11:52.500	712.5	00:11:57.150	717.15	00:00:04.650	4.65	a
state		00:11:57.150	717.15	00:12:05.050	725.05	00:00:07.900	7.9	f
state		00:12:05.050	725.05	00:12:12.400	732.4	00:00:07.350	7.35	a
state		00:12:12.400	732.4	00:12:18.200	738.2	00:00:05.800	5.8	f
state		00:12:18.200	738.2	00:12:26.500	746.5	00:00:08.300	8.3	a
state		00:12:26.500	746.5	00:12:29.900	749.9	00:00:03.400	3.4	f
state		00:12:29.900	749.9	00:12:31.300	751.3	00:00:01.400	1.4	a
state		00:12:31.300	751.3	00:12:36.400	756.4	00:00:05.100	5.1	f
state		00:12:36.400	756.4	00:12:53.400	773.4	00:00:17.000	17.0	a
state		00:12:53.400	773.4	00:15:07.700	907.7	00:02:14.300	134.3	f
state		00:15:07.700	907.7	00:15:11.300	911.3	00:00:03.600	3.6	a
state		00:15:11.300	911.3	00:15:15.700	915.7	00:00:04.400	4.4	f
state		00:15:15.700	915.7	00:15:30.100	930.1	00:00:14.400	14.4	a
state		00:15:30.100	930.1	00:15:37.200	937.2	00:00:07.100	7.1	f
state		00:15:37.200	937.2	00:15:45.300	945.3	00:00:08.100	8.1	a
state		00:15:45.300	945.3	00:16:02.900	962.9	00:00:17.600	17.6	f
state		00:16:02.900	962.9	00:16:04.400	964.4	00:00:01.500	1.5	a
state		00:16:04.400	964.4	00:16:08.550	968.55	00:00:04.150	4.15	f
state		00:16:08.550	968.55	00:16:11.750	971.75	00:00:03.200	3.2	a
state		00:16:11.750	971.75	00:16:18.900	978.9	00:00:07.150	7.15	f
state		00:16:18.900	978.9	00:16:21.400	981.4	00:00:02.500	2.5	c
state		00:16:21.400	981.4	00:16:30.400	990.4	00:00:09.000	9.0	f
state		00:16:30.400	990.4	00:16:44.500	1004.5	00:00:14.100	14.1	a
state		00:16:44.500	1004.5	00:16:50.800	1010.8	00:00:06.300	6.3	f
state		00:16:50.800	1010.8	00:16:56.000	1016.0	00:00:05.200	5.2	a
state		00:16:56.000	1016.0	00:17:10.798	1030.798	00:00:14.798	14.798	f
state		00:17:10.798	1030.798	00:17:24.600	1044.6	00:00:13.802	13.802	a
