condition		00:00:55.073	00:03:08.426	00:02:13.353	bl1
condition		00:03:08.426	00:11:10.765	00:08:02.339	c
condition		00:11:10.765	00:13:21.156	00:02:10.391	bl2
state		00:03:08.426	00:07:34.014	00:04:25.588	a
state		00:07:34.014	00:07:36.945	00:00:02.931	f
state		00:07:36.945	00:07:50.825	00:00:13.880	a
state		00:07:50.825	00:07:54.263	00:00:03.438	f
state		00:07:54.263	00:08:00.015	00:00:05.752	a
state		00:08:00.015	00:08:01.340	00:00:01.325	f
state		00:08:01.340	00:10:26.444	00:02:25.104	a
state		00:10:26.444	00:10:27.065	00:00:00.621	f
state		00:10:27.065	00:10:35.370	00:00:08.305	a
state		00:10:35.370	00:10:37.702	00:00:02.332	f
state		00:10:37.702	00:10:39.477	00:00:01.775	a
state		00:10:39.477	00:10:42.201	00:00:02.724	f
state		00:10:42.201	00:10:44.753	00:00:02.552	a
state		00:10:44.753	00:10:46.856	00:00:02.103	f
state		00:10:46.856	00:10:48.338	00:00:01.482	a
state		00:10:48.338	00:10:49.614	00:00:01.276	f
state		00:10:49.614	00:10:53.544	00:00:03.930	a
state		00:10:53.545	00:10:54.752	00:00:01.207	f
state		00:10:54.752	00:10:57.165	00:00:02.413	a
state		00:10:57.165	00:11:01.251	00:00:04.086	f
state		00:11:01.251	00:11:10.765	00:00:09.514	a
movement		00:03:57.754	00:03:59.132	00:00:01.378	l
movement		00:04:19.165	00:04:20.520	00:00:01.355	l
movement		00:04:21.831	00:04:23.120	00:00:01.289	l
movement		00:05:08.707	00:05:09.996	00:00:01.289	l
movement		00:05:33.840	00:05:35.151	00:00:01.311	l
movement		00:06:07.639	00:06:09.861	00:00:02.222	l
movement		00:06:33.477	00:06:34.877	00:00:01.400	l
movement		00:06:54.166	00:06:55.588	00:00:01.422	l
movement		00:07:19.452	00:07:20.807	00:00:01.355	l
movement		00:08:09.561	00:08:10.828	00:00:01.267	l
movement		00:08:43.160	00:08:44.427	00:00:01.267	l
movement		00:09:44.203	00:09:45.647	00:00:01.444	l
movement		00:09:46.980	00:09:48.225	00:00:01.245	l
movement		00:10:26.707	00:10:27.974	00:00:01.267	l
movement		00:10:30.205	00:10:31.494	00:00:01.289	l
movement		00:10:37.407	00:10:38.763	00:00:01.356	l
