condition		00:04:11.730	251.73	00:06:24.930	384.93	00:02:13.200	133.2	bl1
condition		00:06:24.930	384.93	00:12:18.230	738.23	00:05:53.300	353.3	c
state		00:04:11.730	251.73	00:09:21.630	561.63	00:05:09.900	309.9	a
state		00:09:21.630	561.63	00:09:24.130	564.13	00:00:02.500	2.5	f
state		00:09:24.130	564.13	00:09:33.389	573.389	00:00:09.259	9.259	a
state		00:09:33.389	573.389	00:09:45.329	585.329	00:00:11.940	11.94	f
state		00:09:45.329	585.329	00:09:46.380	586.38	00:00:01.051	1.051	a
state		00:09:46.380	586.38	00:09:56.630	596.63	00:00:10.250	10.25	f
state		00:09:56.630	596.63	00:10:01.430	601.43	00:00:04.800	4.8	a
state		00:10:01.430	601.43	00:10:03.730	603.73	00:00:02.300	2.3	f
state		00:10:03.730	603.73	00:10:09.230	609.23	00:00:05.500	5.5	a
state		00:10:09.230	609.23	00:10:12.230	612.23	00:00:03.000	3.0	f
state		00:10:12.230	612.23	00:10:16.030	616.03	00:00:03.800	3.8	a
state		00:10:16.030	616.03	00:10:21.230	621.23	00:00:05.200	5.2	f
state		00:10:21.230	621.23	00:10:26.230	626.23	00:00:05.000	5.0	a
state		00:10:26.230	626.23	00:10:27.380	627.38	00:00:01.150	1.15	f
state		00:10:27.380	627.38	00:10:32.430	632.43	00:00:05.050	5.05	a
state		00:10:32.430	632.43	00:10:34.430	634.43	00:00:02.000	2.0	f
state		00:10:34.430	634.43	00:10:36.780	636.78	00:00:02.350	2.35	a
state		00:10:36.780	636.78	00:10:38.730	638.73	00:00:01.950	1.95	f
state		00:10:38.730	638.73	00:10:52.030	652.03	00:00:13.300	13.3	a
state		00:10:52.030	652.03	00:11:01.229	661.229	00:00:09.199	9.199	f
state		00:11:01.229	661.229	00:11:03.943	663.943	00:00:02.714	2.714	a
state		00:11:03.943	663.943	00:11:07.943	667.943	00:00:04.000	4.0	f
state		00:11:07.943	667.943	00:11:10.221	670.221	00:00:02.278	2.278	a
state		00:11:10.221	670.221	00:11:17.442	677.442	00:00:07.221	7.221	f
state		00:11:17.442	677.442	00:11:20.518	680.518	00:00:03.076	3.076	a
state		00:11:20.518	680.518	00:11:26.830	686.83	00:00:06.312	6.312	f
state		00:11:26.830	686.83	00:11:32.381	692.381	00:00:05.551	5.551	a
state		00:11:32.381	692.381	00:12:18.230	738.23	00:00:45.849	45.849	f
