condition		00:03:46.012	00:05:59.286	00:02:13.274	bl1
condition		00:05:59.286	00:14:01.715	00:08:02.429	c
condition		00:14:01.715	00:14:17.888	00:00:16.173	bl2
state		00:05:59.286	00:06:13.176	00:00:13.890	 a
state		00:06:13.176	00:06:24.038	00:00:10.862	f
state		00:06:24.038	00:06:31.400	00:00:07.362	a
state		00:06:31.400	00:06:40.021	00:00:08.621	f
state		00:06:40.021	00:06:42.658	00:00:02.637	a
state		00:06:42.658	00:06:45.992	00:00:03.334	f
state		00:06:45.992	00:06:51.513	00:00:05.521	a
state		00:06:51.513	00:06:58.088	00:00:06.575	f
state		00:06:58.088	00:07:01.858	00:00:03.770	a
state		00:07:01.858	00:07:10.548	00:00:08.690	f
state		00:07:10.548	00:07:18.634	00:00:08.086	c
state		00:07:18.634	00:07:21.891	00:00:03.257	f
state		00:07:21.891	00:07:28.787	00:00:06.896	a
state		00:07:28.787	00:07:46.020	00:00:17.233	f
state		00:07:46.020	00:07:46.965	00:00:00.945	a
state		00:07:46.965	00:07:56.620	00:00:09.655	c
state		00:07:56.620	00:08:03.637	00:00:07.017	a
state		00:08:03.637	00:08:11.714	00:00:08.077	c
state		00:08:11.714	00:08:19.443	00:00:07.729	a
state		00:08:19.443	00:08:27.970	00:00:08.527	c
state		00:08:27.970	00:08:28.242	00:00:00.272	a
state		00:08:28.242	00:08:31.691	00:00:03.449	f
state		00:08:31.691	00:08:33.881	00:00:02.190	a
state		00:08:33.881	00:08:35.759	00:00:01.878	f
state		00:08:35.759	00:08:41.534	00:00:05.775	a
state		00:08:41.534	00:08:53.069	00:00:11.535	f
state		00:08:53.069	00:08:55.896	00:00:02.827	c
state		00:08:55.896	00:09:13.283	00:00:17.387	f
state		00:09:13.283	00:09:22.634	00:00:09.351	c
state		00:09:22.634	00:09:28.871	00:00:06.237	f
state		00:09:28.871	00:09:30.491	00:00:01.620	c
state		00:09:30.491	00:09:56.224	00:00:25.733	f
state		00:09:56.224	00:09:58.684	00:00:02.460	a
state		00:09:58.684	00:10:05.534	00:00:06.850	f
state		00:10:05.534	00:10:08.887	00:00:03.353	a
state		00:10:08.887	00:10:16.760	00:00:07.873	f
state		00:10:16.760	00:10:21.575	00:00:04.815	a
state		00:10:21.575	00:10:26.138	00:00:04.563	f
state		00:10:26.138	00:10:30.296	00:00:04.158	a
state		00:10:30.296	00:10:39.969	00:00:09.673	f
state		00:10:39.975	00:10:44.587	00:00:04.612	a
state		00:10:44.587	00:10:55.579	00:00:10.992	f
state		00:10:55.580	00:11:01.323	00:00:05.743	a
state		00:11:01.323	00:11:06.194	00:00:04.871	f
state		00:11:06.194	00:11:09.123	00:00:02.929	c
state		00:11:09.123	00:11:20.177	00:00:11.054	a
state		00:11:20.177	00:11:26.048	00:00:05.871	c
state		00:11:26.048	00:11:27.106	00:00:01.058	a
state		00:11:27.106	00:11:59.587	00:00:32.481	f
movement		00:06:22.728	00:06:24.176	00:00:01.448	l
movement		00:06:44.324	00:06:45.841	00:00:01.517	l
movement		00:06:55.634	00:06:56.944	00:00:01.310	l
movement		00:07:21.874	00:07:23.185	00:00:01.311	l
movement		00:07:24.270	00:07:25.684	00:00:01.414	l
movement		00:08:30.397	00:08:31.673	00:00:01.276	l
movement		00:08:36.914	00:08:38.431	00:00:01.517	l
movement		00:09:31.129	00:09:32.474	00:00:01.345	l
movement		00:09:37.058	00:09:38.472	00:00:01.414	l
movement		00:09:39.894	00:09:41.261	00:00:01.367	l
movement		00:09:54.400	00:09:55.666	00:00:01.266	l
movement		00:10:04.044	00:10:05.166	00:00:01.122	l
movement		00:10:15.937	00:10:17.324	00:00:01.387	l
movement		00:11:07.423	00:11:08.883	00:00:01.460	l
