condition		00:01:37.765	00:03:50.978	00:02:13.213	bl1
condition		00:03:50.979	00:11:53.415	00:08:02.436	c
condition		00:11:53.415	00:13:33.258	00:01:39.843	bl2
state		00:03:50.978	00:09:53.486	00:06:02.508	a
state		00:09:53.486	00:09:57.873	00:00:04.387	f
state		00:09:57.873	00:10:01.018	00:00:03.145	a
state		00:10:01.018	00:10:15.308	00:00:14.290	f
state		00:10:15.308	00:10:22.505	00:00:07.197	a
state		00:10:22.505	00:10:24.853	00:00:02.348	f
state		00:10:24.853	00:10:50.447	00:00:25.594	a
state		00:10:50.447	00:10:53.891	00:00:03.444	f
state		00:10:53.891	00:11:01.104	00:00:07.213	a
state		00:11:01.104	00:11:03.472	00:00:02.368	f
state		00:11:03.472	00:11:05.786	00:00:02.314	a
state		00:11:05.786	00:11:08.077	00:00:02.291	f
state		00:11:08.077	00:11:25.864	00:00:17.787	a
state		00:11:25.864	00:11:27.463	00:00:01.599	f
state		00:11:27.463	00:11:36.954	00:00:09.491	a
state		00:11:36.954	00:11:40.831	00:00:03.877	f
state		00:11:40.831	00:11:45.368	00:00:04.537	a
state		00:11:45.368	00:11:53.414	00:00:08.046	f
movement		00:05:46.285	00:05:47.607	00:00:01.322	l
movement		00:06:06.500	00:06:07.758	00:00:01.258	l
movement		00:07:53.501	00:07:54.856	00:00:01.355	l
movement		00:08:03.248	00:08:04.668	00:00:01.420	l
movement		00:09:47.341	00:09:48.632	00:00:01.291	l
movement		00:10:54.359	00:10:55.681	00:00:01.322	l
movement		00:11:28.033	00:11:29.420	00:00:01.387	l
movement		00:11:39.290	00:11:40.613	00:00:01.323	l
