condition		00:00:31.965	00:02:45.483	00:02:13.518	bl1
condition		00:02:45.483	00:10:33.568	00:07:48.085	c
state		00:02:45.482	00:04:13.332	00:01:27.850	a
state		00:04:13.332	00:04:17.089	00:00:03.757	f
state		00:04:17.089	00:04:24.968	00:00:07.879	a
state		00:04:24.969	00:04:27.848	00:00:02.879	f
state		00:04:27.849	00:04:37.698	00:00:09.849	a
state		00:04:37.698	00:04:40.786	00:00:03.088	f
state		00:04:40.786	00:04:45.544	00:00:04.758	a
state		00:04:45.545	00:04:47.969	00:00:02.424	f
state		00:04:47.970	00:04:48.845	00:00:00.875	a
state		00:04:48.847	00:04:49.604	00:00:00.757	f
state		00:04:49.604	00:04:56.151	00:00:06.547	a
state		00:04:56.151	00:04:58.269	00:00:02.118	f
state		00:04:58.269	00:05:23.938	00:00:25.669	a
state		00:05:23.939	00:05:28.847	00:00:04.908	f
state		00:05:28.847	00:05:39.541	00:00:10.694	a
state		00:05:39.544	00:05:40.332	00:00:00.788	f
state		00:05:40.332	00:05:51.423	00:00:11.091	a
state		00:05:51.424	00:05:55.000	00:00:03.576	f
state		00:05:55.001	00:06:01.605	00:00:06.604	a
state		00:06:01.606	00:06:14.030	00:00:12.424	f
state		00:06:14.030	00:06:16.846	00:00:02.816	a
state		00:06:16.848	00:06:21.211	00:00:04.363	f
state		00:06:21.211	00:06:30.545	00:00:09.334	a
state		00:06:30.545	00:06:32.027	00:00:01.482	f
state		00:06:32.027	00:06:39.362	00:00:07.335	a
state		00:06:39.362	00:06:44.967	00:00:05.605	f
state		00:06:44.967	00:06:53.786	00:00:08.819	a
state		00:06:53.787	00:07:18.060	00:00:24.273	f
state		00:07:18.060	00:07:20.696	00:00:02.636	a
state		00:07:20.696	00:07:22.421	00:00:01.725	f
state		00:07:22.421	00:07:27.998	00:00:05.577	a
state		00:07:27.999	00:07:29.787	00:00:01.788	f
state		00:07:29.787	00:07:35.360	00:00:05.573	a
state		00:07:35.363	00:07:37.089	00:00:01.726	f
state		00:07:37.089	00:07:43.817	00:00:06.728	a
state		00:07:43.817	00:07:51.968	00:00:08.151	c
state		00:07:51.968	00:07:54.149	00:00:02.181	a
state		00:07:54.150	00:07:56.572	00:00:02.422	f
state		00:07:56.572	00:08:00.331	00:00:03.759	a
state		00:08:00.332	00:08:04.059	00:00:03.727	f
state		00:08:04.059	00:08:05.181	00:00:01.122	a
state		00:08:05.181	00:08:06.271	00:00:01.090	f
state		00:08:06.271	00:08:08.967	00:00:02.696	a
state		00:08:08.969	00:08:09.907	00:00:00.938	f
state		00:08:09.907	00:08:15.816	00:00:05.909	a
state		00:08:15.817	00:08:27.454	00:00:11.637	f
state		00:08:27.454	00:08:29.331	00:00:01.877	a
state		00:08:29.333	00:08:54.088	00:00:24.755	f
state		00:08:54.088	00:08:57.758	00:00:03.670	a
state		00:08:57.758	00:08:59.757	00:00:01.999	f
state		00:08:59.757	00:09:05.120	00:00:05.363	a
state		00:09:05.120	00:09:07.696	00:00:02.576	f
state		00:09:07.697	00:09:09.117	00:00:01.420	a
state		00:09:09.120	00:09:19.060	00:00:09.940	f
state		00:09:19.060	00:09:54.663	00:00:35.603	a
state		00:09:54.664	00:10:33.574	00:00:38.910	f
movement		00:02:58.515	00:02:59.848	00:00:01.333	l
movement		00:03:10.423	00:03:11.787	00:00:01.364	l
movement		00:03:27.999	00:03:29.423	00:00:01.424	l
movement		00:04:16.515	00:04:17.787	00:00:01.272	l
movement		00:04:28.454	00:04:29.848	00:00:01.394	l
movement		00:04:48.878	00:04:50.212	00:00:01.334	l
movement		00:05:00.545	00:05:01.878	00:00:01.333	l
movement		00:05:18.514	00:05:19.908	00:00:01.394	l
movement		00:05:40.787	00:05:42.605	00:00:01.818	l
movement		00:06:22.454	00:06:23.848	00:00:01.394	l
movement		00:06:44.120	00:06:45.575	00:00:01.455	l
movement		00:07:29.241	00:07:30.666	00:00:01.425	l
movement		00:07:38.181	00:07:39.333	00:00:01.152	l
movement		00:07:52.363	00:07:53.817	00:00:01.454	l
movement		00:08:03.302	00:08:04.635	00:00:01.333	l
movement		00:08:05.272	00:08:06.636	00:00:01.364	l
movement		00:08:11.333	00:08:12.666	00:00:01.333	l
movement		00:08:26.029	00:08:27.393	00:00:01.364	l
movement		00:08:53.271	00:08:54.605	00:00:01.334	l
movement		00:09:00.817	00:09:02.181	00:00:01.364	l
movement		00:09:06.877	00:09:08.211	00:00:01.334	l
movement		00:09:22.635	00:09:24.120	00:00:01.485	l
movement		00:09:28.195	00:09:29.528	00:00:01.333	l
movement		00:09:29.725	00:09:31.136	00:00:01.411	l
movement		00:09:34.117	00:09:35.450	00:00:01.333	l
movement		00:09:39.156	00:09:40.588	00:00:01.432	l
movement		00:09:47.136	00:09:48.646	00:00:01.510	l
movement		00:09:59.646	00:10:00.999	00:00:01.353	l
movement		00:10:02.117	00:10:03.411	00:00:01.294	l
movement		00:10:04.508	00:10:05.803	00:00:01.295	l
